time,queue_bytes,queue_packets,queue_capacity_bytes,queue_delay_ms,arrival_rate_mbps,departure_rate_mbps,throughput_mbps,rtt_ms,packet_loss,packet_drop_rate,dropped_packets,drop_reason
30.43,100000.0,66,100000,79.15,12.977,10.107,7.864,100.15,1,0.2219,24,Queue Overflow (Tail Drop)
30.53,100000.0,66,100000,81.46,13.107,9.82,7.303,103.02,1,0.2563,28,Queue Overflow (Tail Drop)
30.63,100000.0,66,100000,79.95,14.45,10.006,6.848,100.26,1,0.3156,38,Queue Overflow (Tail Drop)
30.73,100000.0,66,100000,80.01,12.144,9.998,8.22,99.92,1,0.1779,18,Queue Overflow (Tail Drop)
30.83,100000.0,66,100000,78.3,13.434,10.217,7.753,98.57,1,0.2412,27,Queue Overflow (Tail Drop)
30.93,100000.0,66,100000,79.25,12.445,10.095,8.148,99.69,1,0.1928,20,Queue Overflow (Tail Drop)
31.03,100000.0,66,100000,80.04,12.325,9.995,8.049,99.88,1,0.1947,20,Queue Overflow (Tail Drop)
31.13,100000.0,66,100000,78.71,13.79,10.164,7.422,99.61,1,0.2698,31,Queue Overflow (Tail Drop)
31.23,100000.0,66,100000,77.84,13.337,10.278,7.874,97.95,1,0.2339,26,Queue Overflow (Tail Drop)
31.33,100000.0,66,100000,79.12,13.186,10.112,7.719,99.37,1,0.2366,26,Queue Overflow (Tail Drop)
31.43,100000.0,66,100000,79.98,13.628,10.002,7.272,100.32,1,0.273,31,Queue Overflow (Tail Drop)
31.53,100000.0,66,100000,82.16,11.93,9.738,7.877,102.37,1,0.1911,19,Queue Overflow (Tail Drop)
31.63,100000.0,66,100000,81.74,12.556,9.787,7.542,102.16,1,0.2294,24,Queue Overflow (Tail Drop)
31.73,100000.0,66,100000,80.49,11.189,9.939,8.766,100.18,1,0.118,11,Queue Overflow (Tail Drop)
31.83,100000.0,66,100000,80.99,11.767,9.878,8.266,100.71,1,0.1632,16,Queue Overflow (Tail Drop)
31.93,100000.0,66,100000,80.3,11.03,9.963,8.987,99.75,1,0.0979,9,Queue Overflow (Tail Drop)
32.03,100000.0,66,100000,79.91,11.105,10.011,8.93,100.13,1,0.1081,10,Queue Overflow (Tail Drop)
32.13,100000.0,66,100000,79.16,11.499,10.106,8.84,99.55,1,0.1252,12,Queue Overflow (Tail Drop)
32.23,95090.76,63,100000,76.18,9.593,9.986,9.986,96.41,0,0.0,0,None
32.33,100000.0,66,100000,79.23,12.872,10.097,8.215,100.07,1,0.1865,20,Queue Overflow (Tail Drop)
32.43,86538.85,57,100000,69.14,8.936,10.013,10.013,89.14,0,0.0,0,None
32.53,72294.36,48,100000,60.21,8.465,9.605,9.605,80.55,0,0.0,0,None
32.63,88254.93,58,100000,71.96,11.089,9.812,9.812,91.41,0,0.0,0,None
32.73,93922.66,62,100000,75.36,10.425,9.971,9.971,95.16,0,0.0,0,None
32.83,96923.91,64,100000,79.46,9.998,9.758,9.758,99.81,0,0.0,0,None
32.93,92647.31,61,100000,73.24,9.778,10.12,10.12,93.66,0,0.0,0,None
33.03,73627.12,49,100000,57.15,8.785,10.306,10.306,77.01,0,0.0,0,None
33.13,39322.94,26,100000,30.71,7.499,10.244,10.244,50.67,0,0.0,0,None
33.23,20434.18,13,100000,16.42,8.446,9.957,9.957,35.66,0,0.0,0,None
33.33,0.0,0,100000,0.0,7.325,8.959,8.959,20.0,0,0.0,0,None
33.43,0.0,0,100000,0.0,9.093,9.093,9.093,20.45,0,0.0,0,None
33.53,0.0,0,100000,0.0,7.537,7.537,7.537,20.29,0,0.0,0,None
33.63,0.0,0,100000,0.0,6.517,6.517,6.517,20.25,0,0.0,0,None
33.73,0.0,0,100000,0.0,6.923,6.923,6.923,20.02,0,0.0,0,None
33.83,0.0,0,100000,0.0,7.611,7.611,7.611,20.0,0,0.0,0,None
33.93,0.0,0,100000,0.0,6.252,6.252,6.252,20.0,0,0.0,0,None
34.03,0.0,0,100000,0.0,5.762,5.762,5.762,20.35,0,0.0,0,None
34.13,0.0,0,100000,0.0,6.87,6.87,6.87,20.21,0,0.0,0,None
34.23,0.0,0,100000,0.0,6.708,6.708,6.708,20.25,0,0.0,0,None
34.33,0.0,0,100000,0.0,5.65,5.65,5.65,20.0,0,0.0,0,None
34.43,0.0,0,100000,0.0,5.547,5.547,5.547,20.0,0,0.0,0,None
34.53,0.0,0,100000,0.0,6.254,6.254,6.254,20.55,0,0.0,0,None
34.63,0.0,0,100000,0.0,4.111,4.111,4.111,20.0,0,0.0,0,None
34.73,0.0,0,100000,0.0,4.042,4.042,4.042,20.0,0,0.0,0,None
34.83,0.0,0,100000,0.0,4.762,4.762,4.762,20.35,0,0.0,0,None
34.93,0.0,0,100000,0.0,5.27,5.27,5.27,20.0,0,0.0,0,None
35.04,0.0,0,100000,0.0,5.812,5.812,5.812,20.53,0,0.0,0,None
35.14,0.0,0,100000,0.0,7.133,7.133,7.133,20.31,0,0.0,0,None
35.24,0.0,0,100000,0.0,6.326,6.326,6.326,20.34,0,0.0,0,None
35.34,0.0,0,100000,0.0,5.048,5.048,5.048,20.0,0,0.0,0,None
35.44,0.0,0,100000,0.0,5.172,5.172,5.172,20.61,0,0.0,0,None
35.54,0.0,0,100000,0.0,3.956,3.956,3.956,20.13,0,0.0,0,None
35.64,0.0,0,100000,0.0,5.111,5.111,5.111,20.0,0,0.0,0,None
35.74,0.0,0,100000,0.0,4.77,4.77,4.77,20.07,0,0.0,0,None
35.84,0.0,0,100000,0.0,5.497,5.497,5.497,20.0,0,0.0,0,None
35.94,0.0,0,100000,0.0,4.12,4.12,4.12,20.2,0,0.0,0,None
36.04,0.0,0,100000,0.0,5.747,5.747,5.747,20.0,0,0.0,0,None
36.14,0.0,0,100000,0.0,6.983,6.983,6.983,20.0,0,0.0,0,None
36.24,0.0,0,100000,0.0,5.042,5.042,5.042,20.0,0,0.0,0,None
36.34,0.0,0,100000,0.0,5.69,5.69,5.69,20.56,0,0.0,0,None
36.44,0.0,0,100000,0.0,6.079,6.079,6.079,20.0,0,0.0,0,None
36.54,0.0,0,100000,0.0,4.818,4.818,4.818,20.77,0,0.0,0,None
36.64,0.0,0,100000,0.0,5.624,5.624,5.624,20.0,0,0.0,0,None
36.74,0.0,0,100000,0.0,5.432,5.432,5.432,20.0,0,0.0,0,None
36.84,0.0,0,100000,0.0,5.6,5.6,5.6,20.0,0,0.0,0,None
36.94,0.0,0,100000,0.0,4.625,4.625,4.625,20.62,0,0.0,0,None
37.04,0.0,0,100000,0.0,5.657,5.657,5.657,20.0,0,0.0,0,None
37.14,0.0,0,100000,0.0,6.302,6.302,6.302,20.0,0,0.0,0,None
37.24,0.0,0,100000,0.0,7.525,7.525,7.525,20.08,0,0.0,0,None
37.34,0.0,0,100000,0.0,7.017,7.017,7.017,20.25,0,0.0,0,None
37.44,0.0,0,100000,0.0,8.532,8.532,8.532,20.56,0,0.0,0,None
37.54,0.0,0,100000,0.0,5.11,5.11,5.11,20.72,0,0.0,0,None
37.64,0.0,0,100000,0.0,7.161,7.161,7.161,20.0,0,0.0,0,None
37.74,0.0,0,100000,0.0,6.416,6.416,6.416,20.0,0,0.0,0,None
37.84,0.0,0,100000,0.0,8.904,8.904,8.904,20.0,0,0.0,0,None
37.94,0.0,0,100000,0.0,5.384,5.384,5.384,20.13,0,0.0,0,None
38.04,0.0,0,100000,0.0,5.421,5.421,5.421,20.0,0,0.0,0,None
38.14,0.0,0,100000,0.0,5.781,5.781,5.781,20.0,0,0.0,0,None
38.24,0.0,0,100000,0.0,4.019,4.019,4.019,20.17,0,0.0,0,None
38.34,0.0,0,100000,0.0,5.999,5.999,5.999,20.0,0,0.0,0,None
38.44,0.0,0,100000,0.0,5.776,5.776,5.776,20.02,0,0.0,0,None
38.54,0.0,0,100000,0.0,6.918,6.918,6.918,20.0,0,0.0,0,None
38.64,0.0,0,100000,0.0,7.192,7.192,7.192,20.0,0,0.0,0,None
38.74,0.0,0,100000,0.0,9.071,9.071,9.071,20.0,0,0.0,0,None
38.84,0.0,0,100000,0.0,7.99,7.99,7.99,20.45,0,0.0,0,None
38.94,0.0,0,100000,0.0,6.179,6.179,6.179,20.52,0,0.0,0,None
39.04,0.0,0,100000,0.0,5.807,5.807,5.807,20.0,0,0.0,0,None
39.14,0.0,0,100000,0.0,7.48,7.48,7.48,20.0,0,0.0,0,None
39.24,0.0,0,100000,0.0,5.301,5.301,5.301,20.0,0,0.0,0,None
39.34,0.0,0,100000,0.0,9.07,9.07,9.07,20.0,0,0.0,0,None
39.44,0.0,0,100000,0.0,8.264,8.264,8.264,20.0,0,0.0,0,None
39.54,0.0,0,100000,0.0,6.252,6.252,6.252,20.0,0,0.0,0,None
39.64,0.0,0,100000,0.0,4.716,4.716,4.716,20.0,0,0.0,0,None
39.74,0.0,0,100000,0.0,8.343,8.343,8.343,20.0,0,0.0,0,None
39.84,0.0,0,100000,0.0,6.517,6.517,6.517,20.1,0,0.0,0,None
39.94,0.0,0,100000,0.0,8.066,8.066,8.066,20.03,0,0.0,0,None
40.04,22404.42,14,100000,18.31,11.583,9.791,9.791,37.95,0,0.0,0,None
40.14,54591.65,36,100000,43.21,12.682,10.107,10.107,63.3,0,0.0,0,None
40.24,92914.2,61,100000,72.61,13.303,10.237,10.237,92.34,0,0.0,0,None
40.34,100000.0,66,100000,78.87,13.238,10.144,8.121,98.73,1,0.1994,22,Queue Overflow (Tail Drop)
40.44,100000.0,66,100000,78.44,12.517,10.199,8.244,99.27,1,0.1917,20,Queue Overflow (Tail Drop)
40.54,100000.0,66,100000,81.23,13.67,9.849,7.082,101.9,1,0.2809,32,Queue Overflow (Tail Drop)
40.64,100000.0,66,100000,82.34,11.498,9.716,8.195,101.69,1,0.1566,15,Queue Overflow (Tail Drop)
40.74,100000.0,66,100000,77.67,12.455,10.3,8.514,98.08,1,0.1734,18,Queue Overflow (Tail Drop)
40.84,100000.0,66,100000,80.52,12.609,9.935,7.761,100.93,1,0.2189,23,Queue Overflow (Tail Drop)
40.94,100000.0,66,100000,80.4,12.912,9.95,7.638,99.83,1,0.2323,25,Queue Overflow (Tail Drop)
41.04,100000.0,66,100000,77.93,12.971,10.266,8.081,98.34,1,0.2128,23,Queue Overflow (Tail Drop)
41.14,100000.0,66,100000,79.12,10.583,10.111,9.653,99.89,1,0.0454,4,Queue Overflow (Tail Drop)
41.24,97605.24,65,100000,77.38,9.9,10.091,10.091,96.82,0,0.0,0,None
41.34,100000.0,66,100000,76.68,13.076,10.433,8.422,96.22,1,0.1927,21,Queue Overflow (Tail Drop)
41.44,100000.0,66,100000,81.04,11.738,9.871,8.257,101.55,1,0.1636,16,Queue Overflow (Tail Drop)
41.54,100000.0,66,100000,78.54,10.232,10.186,10.066,98.68,1,0.0117,1,Queue Overflow (Tail Drop)
41.64,100000.0,66,100000,79.91,12.778,10.011,7.755,100.18,1,0.2254,24,Queue Overflow (Tail Drop)
41.74,100000.0,66,100000,79.57,10.838,10.054,9.275,99.74,1,0.0775,7,Queue Overflow (Tail Drop)
41.84,100000.0,66,100000,77.63,11.894,10.306,8.85,97.82,1,0.1412,14,Queue Overflow (Tail Drop)
41.94,100000.0,66,100000,79.2,10.338,10.102,9.867,98.53,1,0.0232,2,Queue Overflow (Tail Drop)
42.04,100000.0,66,100000,79.15,12.505,10.108,8.168,99.67,1,0.1919,20,Queue Overflow (Tail Drop)
42.14,100000.0,66,100000,78.32,11.914,10.215,8.671,98.9,1,0.1511,15,Queue Overflow (Tail Drop)
42.24,91949.19,61,100000,74.1,9.283,9.927,9.927,93.99,0,0.0,0,None
42.34,100000.0,66,100000,81.37,10.523,9.832,9.72,101.34,1,0.0114,1,Queue Overflow (Tail Drop)
42.44,100000.0,66,100000,81.71,9.908,9.791,9.672,100.94,1,0.0121,1,Queue Overflow (Tail Drop)
42.54,100000.0,66,100000,83.27,10.554,9.607,8.733,103.53,1,0.091,8,Queue Overflow (Tail Drop)
42.64,64049.32,42,100000,49.22,7.535,10.411,10.411,69.5,0,0.0,0,None
42.74,58074.05,38,100000,47.51,9.301,9.779,9.779,67.48,0,0.0,0,None
42.84,52846.44,35,100000,42.47,9.538,9.956,9.956,63.03,0,0.0,0,None
42.94,2931.28,1,100000,2.36,5.951,9.945,9.945,22.19,0,0.0,0,None
43.04,0.0,0,100000,0.0,6.442,6.677,6.677,20.28,0,0.0,0,None
43.14,0.0,0,100000,0.0,5.222,5.222,5.222,20.0,0,0.0,0,None
43.24,0.0,0,100000,0.0,7.16,7.16,7.16,20.0,0,0.0,0,None
43.34,0.0,0,100000,0.0,8.167,8.167,8.167,20.0,0,0.0,0,None
43.44,0.0,0,100000,0.0,8.939,8.939,8.939,20.11,0,0.0,0,None
43.54,0.0,0,100000,0.0,7.065,7.065,7.065,20.0,0,0.0,0,None
43.64,0.0,0,100000,0.0,8.781,8.781,8.781,20.0,0,0.0,0,None
43.74,0.0,0,100000,0.0,5.031,5.031,5.031,20.41,0,0.0,0,None
43.84,0.0,0,100000,0.0,4.514,4.514,4.514,20.0,0,0.0,0,None
43.94,0.0,0,100000,0.0,6.375,6.375,6.375,20.0,0,0.0,0,None
44.04,0.0,0,100000,0.0,6.797,6.797,6.797,20.87,0,0.0,0,None
44.14,0.0,0,100000,0.0,6.205,6.205,6.205,20.69,0,0.0,0,None
44.24,0.0,0,100000,0.0,3.683,3.683,3.683,20.0,0,0.0,0,None
44.34,0.0,0,100000,0.0,5.991,5.991,5.991,20.34,0,0.0,0,None
44.44,0.0,0,100000,0.0,4.479,4.479,4.479,20.0,0,0.0,0,None
44.54,0.0,0,100000,0.0,6.809,6.809,6.809,20.13,0,0.0,0,None
44.64,0.0,0,100000,0.0,6.42,6.42,6.42,20.15,0,0.0,0,None
44.74,0.0,0,100000,0.0,4.841,4.841,4.841,20.0,0,0.0,0,None
44.84,0.0,0,100000,0.0,5.356,5.356,5.356,20.0,0,0.0,0,None
44.94,0.0,0,100000,0.0,4.719,4.719,4.719,20.0,0,0.0,0,None
45.05,0.0,0,100000,0.0,5.946,5.946,5.946,20.0,0,0.0,0,None
45.15,0.0,0,100000,0.0,7.214,7.214,7.214,20.0,0,0.0,0,None
45.25,0.0,0,100000,0.0,4.946,4.946,4.946,20.0,0,0.0,0,None
45.35,0.0,0,100000,0.0,6.808,6.808,6.808,20.0,0,0.0,0,None
45.45,0.0,0,100000,0.0,5.656,5.656,5.656,20.34,0,0.0,0,None
45.55,0.0,0,100000,0.0,5.444,5.444,5.444,20.74,0,0.0,0,None
45.65,0.0,0,100000,0.0,6.383,6.383,6.383,20.0,0,0.0,0,None
45.75,0.0,0,100000,0.0,5.398,5.398,5.398,20.12,0,0.0,0,None
45.85,0.0,0,100000,0.0,6.119,6.119,6.119,20.25,0,0.0,0,None
45.95,0.0,0,100000,0.0,5.501,5.501,5.501,20.24,0,0.0,0,None
46.05,0.0,0,100000,0.0,9.463,9.463,9.463,20.04,0,0.0,0,None
46.15,0.0,0,100000,0.0,7.326,7.326,7.326,20.37,0,0.0,0,None
46.25,0.0,0,100000,0.0,6.634,6.634,6.634,20.24,0,0.0,0,None
46.35,0.0,0,100000,0.0,7.931,7.931,7.931,20.0,0,0.0,0,None
46.45,0.0,0,100000,0.0,7.749,7.749,7.749,20.43,0,0.0,0,None
46.55,0.0,0,100000,0.0,7.839,7.839,7.839,20.44,0,0.0,0,None
46.65,0.0,0,100000,0.0,9.069,9.069,9.069,20.0,0,0.0,0,None
46.75,0.0,0,100000,0.0,9.478,9.478,9.478,20.02,0,0.0,0,None
46.85,0.0,0,100000,0.0,8.176,8.176,8.176,20.34,0,0.0,0,None
46.95,0.0,0,100000,0.0,8.372,8.372,8.372,20.0,0,0.0,0,None
47.05,0.0,0,100000,0.0,8.989,8.989,8.989,20.54,0,0.0,0,None
47.15,0.0,0,100000,0.0,6.818,6.818,6.818,21.18,0,0.0,0,None
47.25,0.0,0,100000,0.0,8.028,8.028,8.028,20.0,0,0.0,0,None
47.35,21909.97,14,100000,17.52,11.756,10.003,10.003,36.83,0,0.0,0,None
47.45,53391.71,35,100000,43.39,12.362,9.843,9.843,63.55,0,0.0,0,None
47.55,56306.64,37,100000,44.47,10.363,10.13,10.13,64.83,0,0.0,0,None
47.65,76969.5,51,100000,61.72,11.629,9.976,9.976,81.61,0,0.0,0,None
47.75,95747.3,63,100000,75.96,11.586,10.084,10.084,96.69,0,0.0,0,None
47.85,100000.0,66,100000,81.45,15.183,9.823,6.562,100.78,1,0.332,42,Queue Overflow (Tail Drop)
47.95,100000.0,66,100000,80.71,13.105,9.913,7.462,101.05,1,0.2472,27,Queue Overflow (Tail Drop)
48.05,100000.0,66,100000,78.86,11.88,10.144,8.607,98.56,1,0.1515,15,Queue Overflow (Tail Drop)
48.15,100000.0,66,100000,80.6,11.157,9.925,8.751,101.46,1,0.1183,11,Queue Overflow (Tail Drop)
48.25,100000.0,66,100000,77.33,10.641,10.345,9.995,98.33,1,0.0338,3,Queue Overflow (Tail Drop)
48.35,100000.0,66,100000,80.64,13.075,9.92,7.462,100.26,1,0.2478,27,Queue Overflow (Tail Drop)
48.45,100000.0,66,100000,79.64,12.18,10.045,8.264,99.37,1,0.1773,18,Queue Overflow (Tail Drop)
48.55,100000.0,66,100000,78.54,11.631,10.187,8.82,98.96,1,0.1341,13,Queue Overflow (Tail Drop)
48.65,100000.0,66,100000,82.34,12.807,9.716,7.349,102.14,1,0.2436,26,Queue Overflow (Tail Drop)
48.75,100000.0,66,100000,82.92,12.523,9.648,7.429,102.9,1,0.23,24,Queue Overflow (Tail Drop)
48.85,100000.0,66,100000,82.52,16.075,9.695,5.787,102.53,1,0.4031,54,Queue Overflow (Tail Drop)
48.95,100000.0,66,100000,78.03,15.331,10.253,6.802,97.07,1,0.3366,43,Queue Overflow (Tail Drop)
49.05,100000.0,66,100000,80.89,14.476,9.89,6.692,100.89,1,0.3233,39,Queue Overflow (Tail Drop)
49.15,100000.0,66,100000,76.11,16.466,10.512,6.681,95.76,1,0.3644,50,Queue Overflow (Tail Drop)
49.25,100000.0,66,100000,80.91,14.977,9.887,6.481,100.67,1,0.3445,43,Queue Overflow (Tail Drop)
49.35,100000.0,66,100000,79.71,14.035,10.037,7.119,100.43,1,0.2907,34,Queue Overflow (Tail Drop)
49.45,100000.0,66,100000,77.61,17.071,10.308,6.178,96.98,1,0.4007,57,Queue Overflow (Tail Drop)
49.55,100000.0,66,100000,76.91,16.053,10.401,6.669,97.32,1,0.3588,48,Queue Overflow (Tail Drop)
49.65,100000.0,66,100000,76.83,14.314,10.412,7.532,96.69,1,0.2767,33,Queue Overflow (Tail Drop)
49.75,100000.0,66,100000,78.11,15.471,10.242,6.746,97.97,1,0.3413,44,Queue Overflow (Tail Drop)
49.85,100000.0,66,100000,78.39,14.777,10.205,6.973,98.79,1,0.3167,39,Queue Overflow (Tail Drop)
49.95,100000.0,66,100000,79.06,14.286,10.119,7.144,99.23,1,0.294,35,Queue Overflow (Tail Drop)
50.05,100000.0,66,100000,78.77,17.163,10.156,5.966,99.06,1,0.4125,59,Queue Overflow (Tail Drop)
50.15,100000.0,66,100000,80.89,18.436,9.89,5.255,101.38,1,0.4686,72,Queue Overflow (Tail Drop)
50.25,100000.0,66,100000,81.33,14.549,9.836,6.591,101.17,1,0.3299,40,Queue Overflow (Tail Drop)
50.35,100000.0,66,100000,80.01,16.973,9.999,5.828,99.7,1,0.4171,59,Queue Overflow (Tail Drop)
50.45,100000.0,66,100000,80.27,15.574,9.966,6.357,99.73,1,0.3621,47,Queue Overflow (Tail Drop)
50.55,100000.0,66,100000,80.73,15.817,9.909,6.15,100.32,1,0.3793,50,Queue Overflow (Tail Drop)
50.65,100000.0,66,100000,78.9,15.726,10.139,6.503,100.38,1,0.3586,47,Queue Overflow (Tail Drop)
50.75,100000.0,66,100000,78.5,15.423,10.191,6.702,99.12,1,0.3423,44,Queue Overflow (Tail Drop)
50.85,100000.0,66,100000,79.86,16.531,10.018,6.018,99.18,1,0.3993,55,Queue Overflow (Tail Drop)
50.95,100000.0,66,100000,77.7,15.477,10.296,6.783,97.04,1,0.3411,44,Queue Overflow (Tail Drop)
51.05,100000.0,66,100000,81.87,16.79,9.772,5.651,102.11,1,0.4217,59,Queue Overflow (Tail Drop)
51.15,100000.0,66,100000,80.31,16.387,9.961,6.022,100.58,1,0.3954,54,Queue Overflow (Tail Drop)
51.25,100000.0,66,100000,81.16,16.132,9.857,5.971,101.44,1,0.3942,53,Queue Overflow (Tail Drop)
51.35,100000.0,66,100000,83.1,15.292,9.627,6.001,102.97,1,0.3767,48,Queue Overflow (Tail Drop)
51.45,100000.0,66,100000,80.13,15.643,9.983,6.307,100.07,1,0.3682,48,Queue Overflow (Tail Drop)
51.55,100000.0,66,100000,80.2,17.187,9.976,5.727,100.36,1,0.4259,61,Queue Overflow (Tail Drop)
51.65,100000.0,66,100000,77.65,16.819,10.303,6.26,97.69,1,0.3924,55,Queue Overflow (Tail Drop)
51.75,100000.0,66,100000,79.0,14.976,10.126,6.799,97.89,1,0.3285,41,Queue Overflow (Tail Drop)
51.85,100000.0,66,100000,81.67,16.192,9.795,5.875,101.56,1,0.4002,54,Queue Overflow (Tail Drop)
51.95,100000.0,66,100000,77.14,16.893,10.371,6.319,96.71,1,0.3907,55,Queue Overflow (Tail Drop)
52.05,100000.0,66,100000,78.09,13.901,10.244,7.503,98.18,1,0.2676,31,Queue Overflow (Tail Drop)
52.15,100000.0,66,100000,79.08,16.465,10.116,6.209,100.57,1,0.3863,53,Queue Overflow (Tail Drop)
52.25,100000.0,66,100000,80.36,14.922,9.955,6.593,100.55,1,0.3377,42,Queue Overflow (Tail Drop)
52.35,100000.0,66,100000,81.57,16.304,9.808,5.838,101.41,1,0.4048,55,Queue Overflow (Tail Drop)
52.45,100000.0,66,100000,80.6,14.602,9.926,6.744,101.06,1,0.3205,39,Queue Overflow (Tail Drop)
52.55,100000.0,66,100000,78.3,13.248,10.218,7.811,98.54,1,0.2355,26,Queue Overflow (Tail Drop)
52.65,100000.0,66,100000,77.09,13.357,10.377,8.046,97.3,1,0.2246,25,Queue Overflow (Tail Drop)
52.75,100000.0,66,100000,77.6,15.263,10.309,6.905,97.91,1,0.3302,42,Queue Overflow (Tail Drop)
52.85,100000.0,66,100000,80.79,15.412,9.902,6.356,101.82,1,0.3582,46,Queue Overflow (Tail Drop)
52.95,100000.0,66,100000,81.83,13.911,9.776,6.825,101.27,1,0.3019,35,Queue Overflow (Tail Drop)
53.05,100000.0,66,100000,79.78,15.66,10.028,6.417,100.01,1,0.3601,47,Queue Overflow (Tail Drop)
53.15,100000.0,66,100000,82.93,12.8,9.646,7.205,102.47,1,0.2531,27,Queue Overflow (Tail Drop)
53.25,100000.0,66,100000,79.49,14.617,10.065,6.925,99.76,1,0.312,38,Queue Overflow (Tail Drop)
53.35,100000.0,66,100000,80.24,13.15,9.97,7.514,99.78,1,0.2464,27,Queue Overflow (Tail Drop)
53.45,100000.0,66,100000,80.75,13.731,9.907,7.136,100.54,1,0.2797,32,Queue Overflow (Tail Drop)
53.55,100000.0,66,100000,82.64,14.485,9.681,6.393,102.49,1,0.3397,41,Queue Overflow (Tail Drop)
53.65,100000.0,66,100000,79.19,13.316,10.103,7.644,99.67,1,0.2433,27,Queue Overflow (Tail Drop)
53.75,100000.0,66,100000,80.86,13.812,9.893,7.057,101.32,1,0.2867,33,Queue Overflow (Tail Drop)
53.85,100000.0,66,100000,81.92,15.414,9.766,6.116,101.29,1,0.3737,48,Queue Overflow (Tail Drop)
53.95,100000.0,66,100000,84.88,13.453,9.426,6.567,104.9,1,0.3033,34,Queue Overflow (Tail Drop)
54.05,100000.0,66,100000,80.04,15.094,9.994,6.578,99.69,1,0.3419,43,Queue Overflow (Tail Drop)
54.15,100000.0,66,100000,77.26,12.689,10.354,8.396,96.63,1,0.1891,20,Queue Overflow (Tail Drop)
54.25,100000.0,66,100000,77.43,14.642,10.332,7.284,97.32,1,0.295,36,Queue Overflow (Tail Drop)
54.35,100000.0,66,100000,80.74,15.706,9.909,6.199,100.58,1,0.3744,49,Queue Overflow (Tail Drop)
54.45,100000.0,66,100000,80.98,10.988,9.88,8.801,102.19,1,0.1092,10,Queue Overflow (Tail Drop)
54.55,100000.0,66,100000,79.26,12.985,10.094,7.762,99.47,1,0.231,25,Queue Overflow (Tail Drop)
54.65,100000.0,66,100000,81.63,14.63,9.8,6.504,100.94,1,0.3363,41,Queue Overflow (Tail Drop)
54.75,100000.0,66,100000,79.52,13.699,10.06,7.328,99.24,1,0.2716,31,Queue Overflow (Tail Drop)
54.85,100000.0,66,100000,78.79,14.402,10.153,7.108,99.3,1,0.3,36,Queue Overflow (Tail Drop)
54.95,100000.0,66,100000,78.08,13.256,10.245,7.834,99.13,1,0.2354,26,Queue Overflow (Tail Drop)
55.06,64221.83,42,100000,51.48,7.118,9.98,9.98,70.69,0,0.0,0,None
55.16,25598.88,17,100000,20.56,6.869,9.959,9.959,39.62,0,0.0,0,None
55.26,9159.65,6,100000,7.46,8.509,9.824,9.824,28.39,0,0.0,0,None
55.36,0.0,0,100000,0.0,7.474,8.207,8.207,20.19,0,0.0,0,None
55.46,0.0,0,100000,0.0,7.644,7.644,7.644,20.0,0,0.0,0,None
55.56,0.0,0,100000,0.0,6.823,6.823,6.823,20.27,0,0.0,0,None
55.66,0.0,0,100000,0.0,6.819,6.819,6.819,20.0,0,0.0,0,None
55.76,0.0,0,100000,0.0,6.98,6.98,6.98,20.0,0,0.0,0,None
55.86,0.0,0,100000,0.0,8.076,8.076,8.076,20.16,0,0.0,0,None
55.96,0.0,0,100000,0.0,7.208,7.208,7.208,20.46,0,0.0,0,None
56.06,0.0,0,100000,0.0,8.179,8.179,8.179,20.0,0,0.0,0,None
56.16,7451.41,4,100000,6.05,10.447,9.851,9.851,26.09,0,0.0,0,None
56.26,2666.75,1,100000,2.24,9.132,9.515,9.515,21.78,0,0.0,0,None
56.36,0.0,0,100000,0.0,7.832,8.046,8.046,20.13,0,0.0,0,None
56.46,0.0,0,100000,0.0,9.807,9.807,9.807,20.0,0,0.0,0,None
56.56,0.0,0,100000,0.0,8.022,8.022,8.022,20.0,0,0.0,0,None
56.66,0.0,0,100000,0.0,6.216,6.216,6.216,20.0,0,0.0,0,None
56.76,0.0,0,100000,0.0,7.606,7.606,7.606,20.33,0,0.0,0,None
56.86,0.0,0,100000,0.0,6.727,6.727,6.727,20.43,0,0.0,0,None
56.96,0.0,0,100000,0.0,8.708,8.708,8.708,20.0,0,0.0,0,None
57.06,0.0,0,100000,0.0,9.312,9.312,9.312,20.02,0,0.0,0,None
57.16,21407.97,14,100000,17.57,11.462,9.749,9.749,36.84,0,0.0,0,None
57.26,20707.36,13,100000,16.47,10.003,10.059,10.059,36.32,0,0.0,0,None
57.36,17935.73,11,100000,14.75,9.507,9.729,9.729,34.72,0,0.0,0,None
57.46,28309.55,18,100000,22.44,10.923,10.093,10.093,43.75,0,0.0,0,None
57.56,0.0,0,100000,0.0,7.43,9.695,9.695,20.0,0,0.0,0,None
57.66,10529.31,7,100000,8.7,10.519,9.677,9.677,29.44,0,0.0,0,None
57.76,24002.69,16,100000,18.77,11.311,10.233,10.233,39.26,0,0.0,0,None
57.86,10292.83,6,100000,8.36,8.756,9.853,9.853,28.5,0,0.0,0,None
57.96,37853.83,25,100000,30.78,12.043,9.838,9.838,51.66,0,0.0,0,None
58.06,52483.2,34,100000,41.82,11.21,10.04,10.04,62.0,0,0.0,0,None
58.16,55029.15,36,100000,43.03,10.433,10.23,10.23,63.23,0,0.0,0,None
58.26,80211.72,53,100000,65.5,11.811,9.797,9.797,85.47,0,0.0,0,None
58.36,100000.0,66,100000,79.9,13.89,10.012,8.282,100.51,1,0.1728,20,Queue Overflow (Tail Drop)
